"","CPT0000920017","CPT0001060010","CPT0001380003","CPT0001580009","CPT0001660013","CPT0001800013","CPT0001960003","CPT0008410003","CPT0008450003","CPT0011710004","CPT0011910004","CPT0013600003","CPT0013880003","CPT0014260003","CPT0014860003","CPT0015410003","CPT0021450003","CPT0023310003","CPT0051690004","CPT0052170004","CPT0052940004","CPT0053040004","CPT0055100004","CPT0063730003","CPT0063810003","CPT0066780003","CPT0066890003","CPT0067070003","CPT0067250003","CPT0067450003","CPT0067620003","CPT0067940003","CPT0068100003","CPT0068610003","CPT0068800003","CPT0069360003","CPT0069520003","CPT0069700003","CPT0070060003","CPT0079830003","CPT0082740004","CPT0082850004","CPT0083100003","CPT0083390004","CPT0083780003","CPT0084140003","CPT0086310003","CPT0086750003","CPT0089340003","CPT0090170004","CPT0090340003","CPT0090570004","CPT0090700003","CPT0090860003","CPT0091240003","CPT0091860003","CPT0092240003","CPT0092530003","CPT0092930003","CPT0097580003","CPT0098130003","CPT0102450003","CPT0104630003","CPT0104750003","CPT0104970003","CPT0105060003","CPT0105230003","CPT0105270003","CPT0105330003","CPT0105510003","CPT0105600003","CPT0105630003","CPT0105710003","CPT0105940003","CPT0106110003","CPT0109680004","CPT0109720004","CPT0109740004","CPT0109830004","CPT0110860004","CPT0110980004","CPT0111300003","CPT0112060003","CPT0113210003","CPT0113990003","CPT0114660004","CPT0114840003","CPT0115070003","CPT0117970003","CPT0118160003","CPT0118200003","CPT0118340003","CPT0118570003","CPT0118620003","CPT0118810003","CPT0118880003","CPT0125810003","CPT0146680004","CPT0146780004","CPT0146880004","CPT0146980004","CPT0147080004","CPT0147380004","CPT0147480004","CPT0147580004","CPT0147880004","CPT0147980004","CPT0148180004","CPT0148280004"
"A2A3K4",0.206702186946214,0.282500823264858,0.0120632056483441,-0.865308350097908,-0.823943152527127,-0.00994053812010326,0.0171019644856676,-0.0358110125757242,0.536565729579754,-0.0700064476315485,0.0865643631438387,0.168046356702657,-0.0292750492935847,0.290325143894657,-0.00296534885280617,-0.0257371796512262,-0.144638513340518,-0.00759411998013256,0.177656504882815,0.315640416506131,0.37361999276805,0.0158747476083945,-0.164809045831632,-0.277810798290968,1.47465237369951,0.760745484386239,-0.516715639801421,-1.05007268732628,-0.00681758502309865,-0.00415261358395393,1.44221617260857,-0.0165853660066758,-1.6718155641894,0.328745063463344,-0.0283600723768836,-0.0205184399378008,0.254233205709013,0.0750161370422036,-1.24442315197468,-1.3357727112194,1.05948214815872,0.030850479159064,-0.222899736499971,0.0928896106029654,0.0201653152009884,-0.000308881566477167,0.0411935624963244,0.0378180114656686,-0.0306553952085475,0.94606912206121,-0.157103366726433,0.0402799789932437,-0.435060168597582,0.10021302026749,-0.019295790093565,-0.0165047649377374,0.0263871604966084,0.0195786052067376,-0.174065287543036,-0.0308241476184963,0.0198473671892319,0.370279634021571,-0.00239461702350288,-1.00212178935839,0.333525624914465,-0.0117821545098973,0.0152271133844799,-1.05247407718522,1.11512384689902,0.54100932465895,-0.720404538309498,-0.00557750803232635,-0.962477407602747,-1.19530101620687,-0.0235637881932715,0.0446539250360105,0.177556592622907,-0.859419789475422,0.00807115059960623,-0.883062507760844,-0.795224949349312,0.243733170912166,-1.1891130629249,-0.0441468259690368,0.0338805380265873,-0.0434474511311851,-1.85967949203655,0.000482453896049786,-0.017547324466187,-0.0178596499818101,-1.66831026195404,0.00167307240269022,-0.489703329233119,-0.00221941167797859,0.346411833040992,-0.769204014706076,-0.381885268115362,0.0662589762107703,-0.0148717908941063,0.0256177934834355,-1.12603573365388,-0.890376922522246,-0.813952228620109,1.11918601350074,0.108546766599344,0.458759557628291,0.0115387660134615,0.0201726374841387,-0.0112070202374696
"A6NDG6",1.06328787856957,-1.30369549689306,-2.63516812853065,-2.15356809141068,-1.85842065471253,-1.95817992022398,2.56831972487713,-3.67127936785845,2.10462197419473,-0.71071705592797,-1.07394687750664,-1.99944437543784,0.122992932335034,0.442675378601752,3.47434165180166,-0.681264663960258,-1.81645874000706,-1.13870927678416,3.71842882398021,1.02706925829288,0.649448524644642,3.77898399686746,-0.380794656196344,-3.04354754842578,0.417656932849817,1.18794514146487,-2.90121677442191,0.932529061622514,0.491362506513285,0.90559913922643,-0.905059428961504,3.8712270143176,2.18812306080452,1.60076610268451,0.417043603516237,1.03187272040174,0.813942851224949,3.91801232923063,-0.495787696333755,-2.80849311644795,0.498130890041807,-1.93149984614653,-3.41710318300279,-1.28589982508266,3.51993642621997,0.760646206340984,-0.602647416394515,-1.9390091144604,0.463234199326902,1.20714161542917,5.67735304851263,0.959866385335439,4.70062442343415,3.38685689666043,2.91564551898065,0.653482897659846,-4.60245578381388,-0.447554436383683,1.60624184009783,-0.00774328251217614,1.13548174832303,-2.19163426580022,-2.93956289602336,-4.03237742229328,-2.7434589032405,1.67875819117357,1.02525292721618,1.49993032601828,1.73780987924064,-0.181336278358458,1.34719256948882,2.91153832442198,1.15402284247492,4.06295118058493,2.38133367575023,-0.858168878371961,-3.13201114476837,1.17591291643306,-1.12625466382339,-1.26340955280315,-0.862570012498114,-4.97731928328386,-2.7711206968938,-0.580404328433246,2.40990744144295,0.165837636980943,-0.952711703316154,-4.92525639052801,2.19916648688186,3.80541820941515,1.52413119356417,5.07148598922498,0.523038150339706,0.780125981492874,1.43201343288684,1.7668290102271,-4.0273350158948,-4.09950003336039,-0.748946017269772,-3.0205758369229,1.65500475989018,2.26279303440747,-2.17735583154358,-1.25696319421162,-3.77574703517025,-1.55919562562966,-4.02578120630235,-1.56197543761772,-2.85657796441458
"O00418",-1.7305416580022,-0.178009179315775,-0.770797772270858,0.758859430010575,0.348295490922318,-0.511603234623576,0.135218995868876,-0.373515444664728,1.59119694503765,-1.19306078311941,2.91448663436889,0.121925679834571,0.59740357644202,1.26138256119247,-5.48695932136535,2.50234410012536,1.39554209934688,1.27488358286923,-0.447598362149231,-1.31306794108031,-0.379169378804716,-2.41992462535379,3.11823491884775,4.00243181573416,1.94948181883378,-0.469955833157926,0.731657811131008,-0.752098302968608,-0.57603326764518,-0.196277140619551,-1.492998062303,-4.65410353386661,0.85629055489263,0.0162711451576088,-1.18450811074227,0.321987479526611,0.672344069325998,-1.43135289673868,-0.643005284833768,-0.490601190495857,-1.06145907342312,-0.267335210137095,3.49289776440957,4.59639102317742,-1.60027450382309,0.287235374882002,-0.0524282316328736,0.325597137360585,0.377207473088027,-1.85736044495275,-1.72556354369353,-1.57179137359736,0.0138811169932308,-1.56855208404546,-1.16032830733771,-2.0687359176251,1.97015431186894,-0.987373968685701,0.150005744562937,-0.967680400309053,-2.93358482263381,1.04491768197055,3.83637750510455,-0.885484071569333,5.1404097072943,-0.841010614424298,-1.64504059676377,-5.15268310606047,0.757751162960394,6.15474795009828,-1.58707285399057,0.0532428098173574,-0.50981253835137,-3.19992739211983,-4.37769725960585,7.13546310216786,2.75581392801466,-2.01310408330983,3.92908373283173,0.0729549394648873,-1.25726375388646,3.82294716328448,0.516790971488348,-1.88179396551799,-4.84304058332002,0.0936187104902151,1.97715078836941,0.473285610832389,-1.37222940907306,-0.270338145440601,-2.2036579687526,-2.63393822798209,-1.13790302340585,-3.67765452624529,-0.778958230375643,0.198189446001011,-0.671185678830104,6.76405437362714,3.95647852943649,1.35278347130468,0.880242562971335,-0.0789257970018896,6.87571418220509,0.419173943702758,2.98493399485844,3.96195391930146,1.64059587708124,0.888847035989007,2.25987559477828
"O00506",-3.27894135276322,0.101170896254894,3.38747283676437,0.882779334531994,0.134706109885249,0.667961457427735,-2.84899181035159,5.03266092742636,-2.57661093534337,0.189022251954782,-1.18648220400074,0.957189353854881,0.6369379112386,0.610502923622475,-1.6585088175895,3.48063101723045,0.294475008525749,1.43088847097964,-1.29076425639605,-2.56658306240549,-3.70050051121295,-2.14798583006034,-0.169285583443225,1.57972708547323,-0.200447958280302,-1.41310928172012,1.80350114377078,-0.854362252620734,-1.36181317496148,-0.522362495636219,-1.11716772036063,-3.90401460330258,-2.12436077192161,-1.15390747811909,-1.9016721330946,-1.53132857815595,-3.18054797012459,-5.34426779038455,-0.992050354843392,4.72249470526749,-0.173710348731549,-0.357137273561552,6.2962949313962,5.26464236981687,-2.21210796950517,-0.89568775657727,-0.721039996829859,0.0105035814768933,0.742904107482595,-0.365179269161882,-2.72800618388168,-2.46484163150138,-3.36141388410922,-0.573380589525147,-2.68128466573615,-0.468242410478113,2.38551751229039,-0.666145335581275,0.378606179062843,0.868141539550889,-0.98471100463497,0.155790986539286,1.19611611234376,7.40335598566569,1.80299670265918,-1.19896782154077,-1.32065765254378,-0.719522052777306,-0.657884918921364,1.09952354817822,1.17279813555354,-1.04505369923507,-1.90067536062401,-1.03197692180677,-0.775667684157631,0.145974753284619,1.77333779812963,-0.208043335157874,1.1036532041399,5.5157356703534,-0.314621381457077,3.39573199375307,4.11249097477002,1.85511559595615,-2.30849569878971,1.64568691573357,-0.352009491261743,1.28664372759026,-0.319388340910677,-0.657015876035139,0.123694393609206,-3.2308975689562,0.487882954595969,-1.39967001783859,-3.22855744481357,-2.02901944315458,4.68646100527207,1.17666283426675,0.716813531796911,1.60789202708597,0.570631085242187,-0.930746615884591,1.1644945861951,-0.183306936631492,-0.299860659984009,-1.11369651456409,1.10688853521371,-0.378995141422802,1.79071564327373
"O00743",0.740990308943848,1.37523760544158,0.601094757219624,-1.53482968540311,0.239698203716738,-0.828980979102123,0.852295650346786,-1.15904730481142,-0.172698274804793,0.386396459902257,-2.46222702410251,0.468636135289825,0.368892828751991,-0.682524366834399,0.46708603079787,-0.930921966165536,1.36967353427898,0.0923441490073657,0.254282451334319,0.998474362255577,1.19467226782355,2.2244646373448,-2.39905934818228,-3.30341256704442,-0.673229404180044,1.81309105836057,-0.0135003185478261,1.73614347308327,1.73615424928728,0.823484989236321,1.13913922835762,0.753698755106003,0.52084756803007,0.793564524036607,1.22908184668834,0.113797594516005,0.142582110343334,1.25266970659629,2.64048297488642,-1.14934076248345,0.64283069205828,-1.82732786704474,-3.40755911771574,-2.99156094584747,1.50257924721387,2.0045392667858,-0.215208924042772,0.804465367499843,-1.14463109720514,1.76935189182256,1.49538823313365,1.10867264718187,1.58243198644496,0.742139093387096,2.4002789312379,0.138561200407139,-2.44449086316772,0.549486286593562,1.22984575604454,1.25406605545599,0.501312596108515,0.881268539506533,-1.27822769234757,-0.93446902378754,-3.02907715330235,1.78395794999382,1.21739971951533,2.66583133498609,0.718116381797798,-2.48776413619079,1.69003324515365,1.38076926665181,1.71947781317261,2.52480422614663,2.75583313655694,-1.97124980313167,-3.33997183661054,0.630790262596765,-3.39249544253809,-1.13879595118632,1.49539526958896,-2.19059822498771,-0.221394325608108,0.0952451194729579,2.66115686618902,0.496894018003453,0.234623304340689,-0.437322011752863,1.65526388494818,2.14100078299217,1.9305540191164,1.64521883623316,-0.372563537275298,2.62639802597467,1.07281103282524,-0.45764282582287,-0.673909727961011,-2.76129956515919,-1.37722286954918,-2.55510785626414,0.400641020131831,1.76109440543928,-3.1872881239766,-1.39743084478809,-2.44902680161509,-2.45168996561186,-3.52115151769524,-0.780370215273373,-3.46492423415159
"O14494",-0.15560064156012,0.158567537089604,0.139572916018796,-0.263214628849722,0.125641057725751,0.700836076671167,-0.113069749209306,1.64475442293597,-0.581735416949397,0.0599975202394677,0.160473277174734,0.0550199414706344,-1.20872400481501,-1.23947474741759,-0.412170435349616,0.123891761552418,0.178307821443903,0.943448206280042,-0.268109599926025,-0.60742504734737,-2.00862205486065,-0.218595251297459,0.479498288060946,0.157252363373212,-0.664804800638154,-0.201676793727043,1.56765637047556,-0.230782710301936,-0.112795958122377,-0.193632732698588,-0.0357689907443525,-0.211354135123033,-0.293863635382352,-1.96296117048697,-0.130481660807827,-0.367268675534443,-0.364339706468816,-0.939432572728764,-0.0133703983243542,0.28230188304875,-0.106464974988647,0.0310833576375036,0.246982203779736,0.347396905857266,-0.267706790579252,-0.0344487696323459,0.139314105861818,0.336475820675898,0.356108839681484,-0.00205387957471294,-0.191358312231411,-0.195741544278376,-0.314285607240194,-0.125167317748668,-0.0672736817531318,-0.0699997286402038,0.245863182776952,-0.0141588512104109,-0.106426240893926,0.0442334748417054,-0.219627605928453,0.227842521246976,0.646422279883576,1.41004453957904,0.416716601333114,-0.0802696722755093,0.0620615790659756,-0.203272813329628,-0.696075923991185,0.00459023727534913,0.0290046772045827,0.0530557440495042,-0.157813699853912,-0.166882407119422,-0.0539622349861303,0.118006415896469,1.25116608285839,0.153871121675107,0.264253881678737,0.273736621627391,1.34821523948218,1.85268677303375,0.695375730262332,0.522331373028812,-0.626511376676031,0.208529289046614,0.210495563763701,0.805859671226813,-0.313171676769216,-0.138249097212777,-0.174834163784877,-0.185367172020862,-0.607898973330424,-0.602065558024763,-0.965016956591164,-0.370613539202224,1.89704174792553,0.804917424617839,-0.0814183394889866,0.247118829253868,-0.273823035001419,0.0893676539110838,0.562045765802891,0.209400225455522,-0.167470707015923,-0.0235227777813465,0.426356098670386,0.10093354029222,0.275541781325599
"O14578",-1.37109103594938,1.1896769979654,0.554411545206606,2.57941480839468,-1.4141854928439,1.86062751424046,-1.61140075315071,1.74438243108633,1.45322284793322,-1.62527900827469,4.29626030057845,1.93194267400432,0.46729080704948,1.66829863967695,-2.29376746920733,1.00302569587134,-0.56278399047882,-0.627126347069061,-0.0112280454193934,0.531177282546487,-0.882935747072341,-0.684830857542872,1.84065426467383,4.26893388035466,2.19688422273102,-1.88619231117989,-1.64491365657438,-1.52125731908463,-2.31394723306084,-2.91622126625848,1.25692101020274,-2.61369354806011,-1.97841348498685,-1.7577650139529,-1.78963202345189,-1.64357555853885,-0.595666747830537,-0.444476465391863,-0.712028901004245,0.526470754702958,-0.329308372727663,1.01332396566647,0.981265830850363,2.83683455135346,-1.75628147596788,-1.70877982432781,1.38986455761551,-0.915853644387589,1.81881772728361,-0.935473909775836,-1.33655861329741,-1.22454194705209,-1.90226754987947,-1.49725802974634,-1.51877710398504,-2.79411805895503,1.74792858627147,-0.53424337491563,-1.3322378079658,-0.187552245625408,-1.61044141280235,-1.2126325707705,1.47120328323442,0.845771701713798,2.4800882308187,-3.19447270277112,-0.896197331466912,-0.409688194595847,0.879695718213892,1.08679885442585,-2.99538248725195,1.13913054358095,-0.592065118744433,-2.86310195528537,-2.54878108804929,3.5284009950714,2.23974643894861,-0.652053977023694,4.43180654913509,1.66055963028452,-0.797959324362891,3.05005685161872,-1.44208516628605,-1.28465964089012,-1.14323972558961,1.00893252828702,3.27528117114058,1.26794620205501,-2.86266512127999,-3.57545233555011,-0.68374080608963,-3.56945072580186,-0.726701166734887,-1.75229119481962,-0.646132295534497,0.158160412267266,-0.441065244732634,4.20512738637733,2.61394799977816,4.13376940210516,0.933250107172959,0.351274014169559,3.71760972792149,4.05089240217235,1.67520727619376,4.71385519927219,3.19537406891163,0.716061099246865,3.8109371463928
"O14595",0.0301222937027361,0.627260608257443,-0.634831165138843,0.862589543183086,-0.0580478630655254,-1.69495460773156,0.262927980391088,-1.28789915759783,0.0935715058859211,-0.00989377299567094,-1.32881927173743,0.215701271700937,0.0474139279128336,0.114247431042856,1.07950335885088,-0.066749309943451,-1.45254368720067,0.0171814055720915,0.419433922259893,0.00209593750119165,1.16494123231692,0.0934639063761343,-0.381714255351602,-0.824376337538253,0.488963617951571,0.568984988141641,-0.0734301803444808,1.34335281778694,1.21088191393111,1.42016322267596,0.537547788102087,0.867736245949383,1.41812713570208,0.78974606334431,0.306423055911525,0.0500967941086137,0.610005967301703,0.0121382079344773,0.611630639860464,-0.45689771900647,-0.00415361409042128,-0.7952817304849,-0.327967524839234,-0.126871230026428,1.1390481965387,0.072600836444551,-1.37724751682059,-0.54935049990342,-0.0481785080590373,0.572153884498126,1.43840593585212,0.555566729427901,0.681502863988177,1.25117784194955,0.505923379182391,0.770103631609531,-0.146124678914834,0.0302936791630095,1.39648925196164,-0.00444847597317702,0.0417289383304078,0.857280280235117,-0.0681794723973276,-0.608633870257661,-0.118274466461212,0.625374329531325,0.733335453919676,0.272655010518345,0.0546966501639289,-1.3772912707791,1.42133970394093,0.0867082453582079,0.0294822834522928,1.73350196177542,-0.0407959432271105,-0.852542427570746,-0.717532254512459,0.00240138319491093,-1.40195771055733,-0.149630359552235,-0.219939250587027,-0.77259386968582,-1.21940020328569,-0.0132898540529432,-0.28917537540977,0.011996971422475,-0.792354593107907,0.924679912370349,1.86828670126671,0.565760714503426,0.677094533483089,1.195615008007,0.23360392556246,0.265533838684216,0.49996054459203,0.233103375211167,-0.365117689015632,-0.52288192935779,0.0602908063726102,-0.909357484432783,0.00506875927769058,-0.00595616003469325,-0.00665460019180784,-1.55492472323405,-0.86111945206132,1.37019382247011,-0.0566178018352506,-1.04307534131721,-0.550708948445536
"O14757",-0.540659515741687,1.16165431432993,-1.33451389669278,-1.34832922601772,-1.67950604647325,-0.136886684506549,-0.101857793573913,-0.18155449242368,-0.895639863478478,-1.47362333017036,-1.37187755730529,-0.65434099043579,-0.660884647241741,1.68444915488236,0.47577742646518,-0.440479747928326,-0.578897520070669,-1.54198026377798,0.065237350533844,0.00751534393589471,1.73102087378795,0.235439813269454,-1.39479000347222,-0.352667886424284,1.44090671590562,0.732405910371572,-0.869096300854353,0.23635546421119,0.31187076711736,0.201430340535435,0.0572466748597076,0.522829322460933,1.44973712561661,0.668227179526385,0.588383271406097,0.392339417340119,0.814094790794081,0.717792430385339,0.754944502721063,-0.763552153192506,-0.624464475023872,-0.347394803763885,-0.222210114625093,-0.207203240477445,0.784757884039972,1.58271086390789,-0.798652360697306,-1.09320047563558,-1.62632968208317,0.176561514223615,0.228528588137158,0.73355262077904,1.10549893805398,0.949960747199966,0.230036504471303,1.32302649709421,-0.218743051700112,0.696902540232924,1.51888583519982,0.950168125864287,1.10670013121173,-0.507415188569758,-0.266103096866344,-0.0967410048119936,-0.221042283188132,0.325912363647529,0.594451762489705,1.45891210287481,0.6089957949257,-0.143999476277561,1.87502635038978,1.44059401891495,1.08319445674213,0.883239706076229,0.314108413773115,-0.336254329280666,-0.233904828606674,1.94278900019001,-0.309254896595361,-0.253327302535813,-1.37319611170485,-0.585608842912218,-0.95739444072326,-1.87783941094672,0.949581986073328,-0.588052567260985,-1.49779980181663,-0.362133542168597,1.13106255106622,1.44205071708076,0.165792553746802,0.248376936638861,-0.341218155881671,2.60952942751988,0.198651184814803,1.16282378788339,-0.918912960716801,-1.20421100844436,-1.71240590491329,-0.615815798413518,0.743464477589246,1.80661249426059,-0.332284237666328,-1.03232360214611,-1.87236979681263,-1.44975675083181,-0.165064036865981,-0.30545718527415,-0.118465310195823
"O14920",-0.59051642931152,-0.299037399224359,0.319484742332274,1.76552324602839,-0.426451735512238,0.586746428104377,-1.75873970508431,0.5741922478681,1.7478738890369,-0.48792328901144,3.9837115941998,1.13949144087019,-0.770036670793443,1.61327122359813,-2.91513089234551,0.881521263775039,1.59018820633633,0.909281118341762,0.0764548857105314,0.512865937321468,-0.454054088213579,-0.52573680820002,1.01774062247301,4.48235983087393,0.938552395968771,-1.9266347982038,-0.414204418926775,-3.02323094792474,-4.58709794500705,-1.52718213583113,-0.951047357377274,-0.420052794483494,-1.83110002691508,-0.583180277608718,-1.77022706281172,-1.39297871176684,-0.290513010559767,-0.777834490173947,-0.703973091182435,0.898461607099449,-0.680031426714439,0.297074434920827,0.307941048505067,2.30030274636477,-1.54176392198301,-1.21157230299558,1.57153239624462,-0.992805470438562,1.42048251986718,0.329213522591215,-1.47555448070901,-1.57313499504534,-0.839853944542009,-1.73206699401647,-1.31958580806886,-1.20506739736089,0.0493878962773917,0.0288190157456482,-1.67662049144904,-1.28463917719324,-1.9447058670359,-1.15427234659128,0.337102719045346,1.77276533592073,2.46201334609951,-4.67045789403978,-0.907310623949743,-2.12159602719236,0.955776858429078,0.68787332415144,-3.10661664873937,-0.528579983238369,-0.683896123875568,-2.47534078324242,-1.55614521112023,4.39483873773826,0.74962074622101,-0.568073284091056,3.49768369406619,2.6849966227626,0.632225782938688,3.44941987945393,-0.280194722489184,-2.21720597235195,-1.82960866864173,1.42674352299628,0.306165701231928,1.64855878746894,-1.61811654031222,-1.27194539513435,-1.66748747156764,-0.164963264259039,-1.39227095237713,-3.60414358549323,-2.32940074896354,0.116824249035722,0.328463420674358,3.72592946589855,2.46630053058445,0.920757413223049,0.519187285254413,0.766706711991702,1.89586913356346,3.43181624798343,0.564671544147317,4.11575809137028,0.991690366828063,1.12172310940406,2.59255811251086
